c_1,paper
c_2_01,paper
c_2_02,paper
c_3,can
c_4_01,glass
c_4_02_01_02,glass
c_4_02_02,glass
c_4_03_02,glass
c_4_03,glass
c_5_02,pet
c_6,plastic
c_7,vinyl
c_8_01,styrofoam
c_8_02,styrofoam
